QA,Tactic,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,w_p,logRR_norm,phi_norm,Score_default,Score_minus_conf
Accountability,Relevant content caching,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Light communication protocol usage,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Cloud compression and edge reconstruction,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Deadline-aware scheduling,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Accountability,Memory scheduling,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Multitask Scheduling,1,3,0,216,220,1,4,0.12482668095705252,,0.49656353316142077,0.018181818181818184,0.5801208964980813,,0.49656353316142077,,
Accountability,Single task assignment,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Accountability,Adaptive model scheduling,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Adaptive batching,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Sensor duty cycle,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Later local processing of encoded features,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Concurrent processing hardware,1,8,0,211,220,1,9,0.18126924692201818,,0.3271884132074197,0.04090909090909091,0.4627267237942938,,0.3271884132074197,,
Accountability,Straggler mitigation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Prediction combination of multi-models,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Competing models ,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Multi-model of different models,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,-0.0,,-0.011314794771426396,,
Accountability,Task-level parallelism on CNN layer-level,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,-0.0,,-0.013955903880885202,,
Accountability,Data-level parallelsim in CNN layer,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Event-based processing,1,3,0,216,220,1,4,0.12482668095705252,,0.49656353316142077,0.018181818181818184,0.5801208964980813,,0.49656353316142077,,
Accountability,Partial layer execution,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Matrix-multiplication optimization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Simultaneous memory loading,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Accountability,External computational offloading,1,11,0,208,220,1,12,0.206212993639731,,0.28133190503651806,0.05454545454545456,0.4210804782581938,,0.28133190503651806,,
Accountability,Internal computation balancing,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Accountability,Quantitative sensor selection,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Out-of-distribution detection,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Accountability,Failure prevention or mitigation,1,5,0,214,220,1,6,0.15066306992548228,,0.40356101351420814,0.02727272727272728,0.5214238101461875,,0.40356101351420814,,
Accountability,Independent model development,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Coupled semantic descriptions,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Test time adaption,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Accountability,Merging of fault maps,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,High-level synthesis,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Post-hoc uncertainty calibration ,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Analysis cooldown,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Asynchronous communication,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Automatic testing,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Accountability,Background queue,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Buffering,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Centralized configuration,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Classification analysis below threshold,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Classification confidence analysis,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Classification documentation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Comparative architectural analysis,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Accountability,Cross-dataset evaluation,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Accountability,Device registry,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Edge case testing,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Accountability,Error documentation,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Accountability,Event documentation,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Accountability,Explicit interfaces,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,External component integration,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Accountability,External dependency reduction,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Feature format conversion,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Accountability,Hardware simulation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Hardware-driven software design,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Heartbeat,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Internal interface abstraction,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Internal interface declarative data modeling,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Internal interface segregation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Lazy loading,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Accountability,Lightweight framework usage,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Lightweight model,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Long-running automatic testing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Metric documentation,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Accountability,Metrics-driven optimization,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Accountability,Model snapshot,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Accountability,Model snapshot registry,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Accountability,Model snapshot rollback,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Accountability,Model versioning,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Accountability,Multi threading,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Accountability,Mutual exclusion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,On-device testing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Package compression,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Principal component analysis ,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Pull-based processing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Queue with data limitation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,Rule-based decision making,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Separation of concerns,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Accountability,Separation of configuration and code,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Accountability,Separation of I/O operations,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Standardization scaling,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Standardized package-based dependency management,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,State documentation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Accountability,State serialization,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Accountability,State-based decision making,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,System documentation provisioning,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Accountability,Task priorization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,"Thread for synchronous, blocking operation",0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,Training pipeline,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Accountability,Training sample condensation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,UI convention usage,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,User-controlled system reset,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Accountability,User-in-the-loop,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Pruning,0,23,1,196,220,1,23,0.2736491391955218,,-0.023089192656172482,1.0,-0.0,,-0.023089192656172482,,
Interventability,Quantization,0,42,1,177,220,1,42,0.35082268041346987,,-0.032824081828024605,1.0,-0.0,,-0.032824081828024605,,
Interventability,Post-training quantization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Huffman coding,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Ablation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Mixed-precision compression,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,-0.0,,-0.011314794771426396,,
Interventability,Integer-only operations,0,12,1,207,220,1,12,0.206212993639731,,-0.016230686829029888,1.0,-0.0,,-0.016230686829029888,,
Interventability,Parameter amount reduction,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Binary and ternary weights training,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Quantization-aware training,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Interventability,Binary weights and activations,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,-0.0,,-0.011314794771426396,,
Interventability,Ternary weights and activations 2-bit,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,-0.0,,-0.01030489841262239,,
Interventability,Ternary weights,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Interventability,ADMM-based compression,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Interventability,Sparsification,0,10,1,209,220,1,10,0.19007895443513734,,-0.014745798506793627,1.0,-0.0,,-0.014745798506793627,,
Interventability,Weight sharing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Weight grouping,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Node masking,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Diagonal scalar weight matrix,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Matrix reusing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Smaller computation datatype,0,7,1,212,220,1,7,0.16170349855334454,,-0.012250030242299492,1.0,-0.0,,-0.012250030242299492,,
Interventability,Tensor or matrix decomposition,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,-0.0,,-0.011314794771426396,,
Interventability,Continous learning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Imitation learning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Closed-loop learning,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,-0.0,,-0.011314794771426396,,
Interventability,Meta-learning,0,10,1,209,220,1,10,0.19007895443513734,,-0.014745798506793627,1.0,-0.0,,-0.014745798506793627,,
Interventability,Self-supervision learning,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Interventability,Self-adjusted learning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Distillation learning,0,11,1,208,220,1,11,0.19837015644199685,,-0.015502478656928756,1.0,-0.0,,-0.015502478656928756,,
Interventability,Transfer learning,0,7,1,212,220,1,7,0.16170349855334454,,-0.012250030242299492,1.0,-0.0,,-0.012250030242299492,,
Interventability,Federated learning,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,End-to-end learning,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Interventability,Few-shot learning,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Interventability,Online training,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Test-time training,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Fault tolerant training,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Interventability,Adversarial training,0,28,1,191,220,1,28,0.29725897566229753,,-0.025805147386888844,1.0,-0.0,,-0.025805147386888844,,
Interventability,Adversarial generation decoupling,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Incremental training with sensor data,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Inclusion of wrong labeled data in training,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Training with unlabed data,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Standard training on fully labeled datasets,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Interventability,On-device local training,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Interventability,Training with gradient noise,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Contrastive representation learning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Training optimization algorithm selection or adaptation,0,12,1,207,220,1,12,0.206212993639731,,-0.016230686829029888,1.0,-0.0,,-0.016230686829029888,,
Interventability,Training loss function selection or adaptation,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,-0.0,,-0.011314794771426396,,
Interventability,Label smooting,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Training loss early stopping,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Weight initialization random,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Pretraining,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Interventability,Suppress redundant channel activations,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Regularization training,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,-0.0,,-0.013955903880885202,,
Interventability,Training with uncertainty measures,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Finetuning ,0,12,1,207,220,1,12,0.206212993639731,,-0.016230686829029888,1.0,-0.0,,-0.016230686829029888,,
Interventability,Fault-aware retraining,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Retraining for fine tuning,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,-0.0,,-0.01030489841262239,,
Interventability,Quantization-aware retraining,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Interventability,Automatic retraining and deployment triggering,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Training with adversarial noise,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Interventability,Heuristics-driven augmentation,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,-0.0,,-0.011314794771426396,,
Interventability,Data-driven augmentations,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Modular system design,1,4,0,215,220,1,5,0.13849222534596417,,0.4431106317427627,0.022727272727272728,0.5478175588287292,,0.4431106317427627,,
Interventability,Sensor ring architecture,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Containerization,1,4,0,215,220,1,5,0.13849222534596417,,0.4431106317427627,0.022727272727272728,0.5478175588287292,,0.4431106317427627,,
Interventability,Specific model type selection,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,-0.0,,-0.01030489841262239,,
Interventability,TPU SoC or Accelerator Hardware ,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,-0.0,,-0.011314794771426396,,
Interventability,Edge compute hardware,1,4,0,215,220,1,5,0.13849222534596417,,0.4431106317427627,0.022727272727272728,0.5478175588287292,,0.4431106317427627,,
Interventability,Library Encapsulation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Deployment pipeline creation,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,-0.0,,-0.01030489841262239,,
Interventability,Model pool for deployment,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Network combination,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,-0.0,,-0.01030489841262239,,
Interventability,Network partitioning,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,-0.0,,-0.013955903880885202,,
Interventability,Weight averaging,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Input resolution adjustment,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,-0.0,,-0.01030489841262239,,
Interventability,Sensor or input data fusion,1,6,0,213,220,1,7,0.16170349855334454,,0.3727509202299702,0.03181818181818182,0.49910821360264973,,0.3727509202299702,,
Interventability,Sliding Window,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Frame rate reduction,1,3,0,216,220,1,4,0.12482668095705252,,0.49656353316142077,0.018181818181818184,0.5801208964980813,,0.49656353316142077,,
Interventability,Input spatial partitioning,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,Input contrast improvement,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Input modification,1,3,0,216,220,1,4,0.12482668095705252,,0.49656353316142077,0.018181818181818184,0.5801208964980813,,0.49656353316142077,,
Interventability,Sequential input fusion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Signal overwriting,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Denoising,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Interventability,Robust feature extraction,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Interventability,Post-processing,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Decision smoothing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Width adjustment,0,16,1,203,220,1,16,0.2340716616353513,,-0.018924431860121986,1.0,-0.0,,-0.018924431860121986,,
Interventability,Depth adjustment,0,13,1,206,220,1,13,0.21366320426695828,,-0.016934190694032916,1.0,-0.0,,-0.016934190694032916,,
Interventability,Last stage reduction,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,New or specific layer module,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,-0.0,,-0.011314794771426396,,
Interventability,Model fusion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Kernel regularization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Regularization,0,7,1,212,220,1,7,0.16170349855334454,,-0.012250030242299492,1.0,-0.0,,-0.012250030242299492,,
Interventability,Early-exit inference,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Interventability,Additional side branches with uncertainty measures,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Tuner and meta-tuner blocks,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Adapter module,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Bottleneck module,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Separation of convolutional kernels,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Depthwise-separable convolution layers,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Convolution unfolding,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Activation function selection,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Interventability,Layer fusion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
